bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
приходить	приходи'ть	arrive	ankommen, (her)kommen, erreichen, besuchen	imperfective	прийти	приходи'	приходи'те	приходи'л	приходи'ла	приходи'ло	приходи'ли	прихожу'	прихо'дишь	прихо'дит	прихо'дим	прихо'дите	прихо'дят
кричать	крича'ть	shout	schreien, rufen, zurufen anschreien	imperfective	крикнуть	кричи'	кричи'те	крича'л	крича'ла	крича'ло	крича'ли	кричу'	кричи'шь	кричи'т	кричи'м	кричи'те	крича'т
произойти	произойти'	happen, occur, take place, be going on, go on, come, be descended, descend, be the result, spring, arise	passieren, geschehen, sich ereignen, vorkommen, vorfallen; entspringen, entstammen, hervorgehen, erwachsen	perfective	происходить	произойди'	произойди'те	произошёл	произошла'	произошло'	произошли'	произойду'	произойдёшь	произойдёт	произойдём	произойдёте	произойду'т
подняться	подня'ться	to climb, come up	steigen, hinaufsteigen, besteigen; sich erheben, aufstehen	perfective	подниматься	подними'сь	подними'тесь	подня'лся,поднялся'	подняла'сь	подня'лось,подняло'сь	подня'лись,подняли'сь	подниму'сь	подни'мешься	подни'мется	подни'мемся	подни'метесь	подни'мутся
случиться	случи'ться	happen	geschehen, passieren, sich ereignen	perfective	случаться	случи'сь	случи'тесь	случи'лся	случи'лась	случи'лось	случи'лись	случу'сь	случи'шься	случи'тся	случи'мся	случи'тесь	случа'тся
стараться	стара'ться	try hard; strive	sich anstrengen; sich bemühen, sich Mühe geben	imperfective	постараться	стара'йся	стара'йтесь	стара'лся	стара'лась	стара'лось	стара'лись	стара'юсь	стара'ешься	стара'ется	стара'емся	стара'етесь	стара'ются
поехать	пое'хать	go somewhere in a vehicle; go for a ride, go for a drive	fahren, sich in Bewegung setzen; reisen	perfective	ехать	поезжа'й	поезжа'йте	пое'хал	пое'хала	пое'хало	пое'хали	пое'ду	пое'дешь	пое'дет	пое'дем	пое'дете	пое'дут
уметь	уме'ть	be able, know, can, be good, be a good hand	etw. können, es verstehen zu; etw. fertigbringen, schaffen	imperfective	суметь	уме'й	уме'йте	уме'л	уме'ла	уме'ло	уме'ли	уме'ю	уме'ешь	уме'ет	уме'ем	уме'ете	уме'ют
заниматься	занима'ться	do; engage	sich beschäftigen, lernen, studieren; sich vornehmen	imperfective	заняться	занима'йся	занима'йтесь	занима'лся	занима'лась	занима'лось	занима'лись	занима'юсь	занима'ешься	занима'ется	занима'емся	занима'етесь	занима'ются
положить	положи'ть	lay, put, place	legen, stecken, tun, hintun, unterbringen, deponieren; auftragen, auflegen (Farbe); rechnen, schätzen, veranschlagen; mutmaßen, vermuten; vorhaben, beabsichtigen; meinen, denken, glauben, der Ansicht sein; befinden, es für richtig halten	perfective	класть;полагать	положи'	положи'те	положи'л	положи'ла	положи'ло	положи'ли	положу'	поло'жишь	поло'жит	поло'жим	поло'жите	поло'жат
начаться	нача'ться	begin	anfangen, beginnen, losgehen	perfective	начинаться	начни'сь	начни'тесь	на'чался,начался',нача'лся	начала'сь	начало'сь,на'чалось	начали'сь,на'чались	начну'сь	начнёшься	начнётся	начнёмся	начнётесь	начну'тся
звать	звать	call, call upon	rufen, einladen, nennen	imperfective	позвать	зови'	зови'те	зва'л	звала'	зва'ло	зва'ли	зову'	зовёшь	зовёт	зовём	зовёте	зову'т
проходить	проходи'ть	to pass, to go, to walk; to pass by; (time) to pass, to elapse, to go by; (meeting, gathering) to go off, to be held; to study	vorübergehen, vorbeigehen, führen, verlaufen; stattfinden; vergehen, verfliegen	imperfective	пройти	проходи'	проходи'те	проходи'л	проходи'ла	проходи'ло	проходи'ли	прохожу'	прохо'дишь	прохо'дит	прохо'дим	прохо'дите	прохо'дят
удаться	уда'ться	turn out well, work well, succeed	gelingen, (gut) geraten; glücken	perfective	удаваться	уда'йся	уда'йтесь	уда'лся	удала'сь	уда'лось//удало'сь	уда'лись//удали'сь	уда'мся	уда'шься	уда'стся	удади'мся	удади'тесь	удаду'тся
прийтись	прийти'сь	have to, to come	müssen, genötigt sein; passen, sich eignen; entfallen auf, (anteilig) zustehen	perfective	приходиться	приди'сь	приди'тесь	пришёлся	пришла'сь	пришло'сь	пришли'сь	приду'сь	придёшься	придётся	придёмся	придётесь	приду'тся
снять	снять	take off; rent; take a photograph, make a video	ausziehen, ablegen, abnehmen; fotografieren, knipsen, filmen, aufnehmen; mieten; absetzen, abschaffen	perfective	снимать	сними'	сними'те	сня'л	сняла'	сня'ло,сняло'	сня'ли	сниму'	сни'мешь	сни'мет	сни'мем	сни'мете	сни'мут
представить	предста'вить	imagine; present	darstellen, abbilden; einreichen, einbringen, präsentieren; sich vorstellen, jemand vorstellen	perfective	представлять	предста'вь	предста'вьте	предста'вил	предста'вила	предста'вило	предста'вили	предста'влю	предста'вишь	предста'вит	предста'вим	предста'вите	предста'вят
произнести	произнести'	pronounce, say, utter, articulate	aussprechen, artikulieren; sagen, sprechen, (eine Rede) halten; heraus bringen	perfective	произносить	произнеси'	произнеси'те	произнёс	произнесла'	произнесло'	произнесли'	произнесу'	произнесёшь	произнесёт	произнесём	произнесёте	произнесу'т
объяснить	объясни'ть	explain, account	erklären, erläutern	perfective	объяснять	объясни'	объясни'те	объясни'л	объясни'ла	объясни'ло	объясни'ли	объясню'	объясни'шь	объясни'т	объясни'м	объясни'те	объясня'т
представлять	представля'ть	represent; imagine	darstellen, abbilden; einreichen, einbringen, präsentieren; sich vorstellen, jemand vorstellen	imperfective	представить	представля'й	представля'йте	представля'л	представля'ла	представля'ло	представля'ли	представля'ю	представля'ешь	представля'ет	представля'ем	представля'ете	представля'ют
купить	купи'ть	buy, purchase	kaufen	perfective	покупать	купи'	купи'те	купи'л	купи'ла	купи'ло	купи'ли	куплю'	ку'пишь	ку'пит	ку'пим	ку'пите	ку'пят
существовать	существова'ть	exist, be	existieren, leben, bestehen, sein, vorhanden sein	imperfective	просуществовать	существу'й	существу'йте	существова'л	существова'ла	существова'ло	существова'ли	существу'ю	существу'ешь	существу'ет	существу'ем	существу'ете	существу'ют
умереть	умере'ть	die, pass away	sterben	perfective	умирать	умри'	умри'те	у'мер	умерла'	у'мерло	у'мерли	умру'	умрёшь	умрёт	умрём	умрёте	умру'т
пить	пить	drink	trinken	imperfective	выпить;попить	пе'й	пе'йте	пи'л	пила'	пи'ло	пи'ли	пью'	пьёшь	пьёт	пьём	пьёте	пью'т
сообщить	сообщи'ть	report, let know, communicate, impart, inform	mitteilen, berichten über; melden	perfective	сообщать	сообщи'	сообщи'те	сообщи'л	сообщи'ла	сообщи'ло	сообщи'ли	сообщу'	сообщи'шь	сообщи'т	сообщи'м	сообщи'те	сообща'т
